epoch,step,training_cardinality_error,training_loss,training_loss_bbox,training_loss_ce,training_loss_giou,validation_cardinality_error,validation_loss,validation_loss_bbox,validation_loss_ce,validation_loss_giou
46,511,1.0,1.1231601238250732,0.026420272886753082,0.3473062515258789,0.32187628746032715,,,,,
46,512,0.75,0.9618410468101501,0.034212496131658554,0.36452606320381165,0.21312624216079712,,,,,
46,513,1.75,1.3769322633743286,0.03327815979719162,0.48257166147232056,0.3639848828315735,,,,,
46,514,1.25,1.395988941192627,0.027107035741209984,0.4736584424972534,0.39339762926101685,,,,,
46,515,0.75,0.9624065160751343,0.02909626066684723,0.3682821989059448,0.22432152926921844,,,,,
46,516,1.0,0.8850568532943726,0.011911651119589806,0.3114847242832184,0.2570069432258606,,,,,
46,516,,,,,,1.329545497894287,1.816253662109375,0.06276826560497284,0.4500046670436859,0.5262036919593811
47,517,1.0,1.4302879571914673,0.06267036497592926,0.3468787968158722,0.3850286602973938,,,,,
47,518,1.5,1.066039800643921,0.022453319281339645,0.3390737771987915,0.3073497414588928,,,,,
47,519,1.25,0.8367713689804077,0.015888875350356102,0.4322584271430969,0.16253428161144257,,,,,
47,520,1.75,1.5176101922988892,0.030907630920410156,0.44113782048225403,0.46096712350845337,,,,,
47,521,2.0,1.598212480545044,0.04280714690685272,0.5687628388404846,0.40770697593688965,,,,,
47,522,1.0,0.8048744201660156,0.0261848084628582,0.26713186502456665,0.20340926945209503,,,,,
47,523,1.25,1.0985661745071411,0.0301672350615263,0.38621997833251953,0.28075501322746277,,,,,
47,524,1.25,1.3223077058792114,0.025410767644643784,0.3714950680732727,0.41187939047813416,,,,,
47,525,1.5,1.0902103185653687,0.02041112445294857,0.5584651231765747,0.21484479308128357,,,,,
47,526,2.0,1.6404831409454346,0.05205900967121124,0.4586229920387268,0.460782527923584,,,,,
47,527,1.0,0.6846635937690735,0.012668320909142494,0.2840748131275177,0.16862359642982483,,,,,
47,527,,,,,,1.3068181276321411,1.8468384742736816,0.06677908450365067,0.4395880401134491,0.5366775989532471
48,528,1.25,1.7275187969207764,0.050949569791555405,0.46007153391838074,0.5063496828079224,,,,,
48,529,1.5,1.3853352069854736,0.03411722555756569,0.4354054629802704,0.38967180252075195,,,,,
48,530,1.0,1.0925376415252686,0.06509289890527725,0.286052405834198,0.24051034450531006,,,,,
48,531,1.0,1.0478099584579468,0.024114221334457397,0.3047600984573364,0.3112393617630005,,,,,
48,532,1.25,1.805147647857666,0.06299811601638794,0.4927576780319214,0.49869972467422485,,,,,
48,533,2.25,1.452414870262146,0.04156872257590294,0.5213584899902344,0.3616063892841339,,,,,
48,534,1.0,0.6678746938705444,0.014543666504323483,0.27034735679626465,0.16240449249744415,,,,,
48,535,1.25,1.0716041326522827,0.029045850038528442,0.414078950881958,0.25614798069000244,,,,,
48,536,1.5,1.0590559244155884,0.027284419164061546,0.36523866653442383,0.27869758009910583,,,,,
48,537,0.5,0.8928586840629578,0.01495220698416233,0.33306047320365906,0.2425185889005661,,,,,
48,538,1.0,1.116773009300232,0.05195684731006622,0.307270884513855,0.2748589515686035,,,,,
48,538,,,,,,1.329545497894287,1.8847531080245972,0.07257562130689621,0.44949305057525635,0.5361910462379456
49,539,0.75,0.7964156866073608,0.022282522171735764,0.36571255326271057,0.15964527428150177,,,,,
49,540,0.75,0.8026177883148193,0.025722304359078407,0.27476152777671814,0.19962234795093536,,,,,
49,541,1.0,1.2316453456878662,0.037530697882175446,0.34088826179504395,0.35155177116394043,,,,,
49,542,1.0,0.7305359244346619,0.026436245068907738,0.3234049379825592,0.1374748796224594,,,,,
49,543,1.5,1.371300458908081,0.04266202449798584,0.44124531745910645,0.3583725392818451,,,,,
49,544,1.0,1.073857307434082,0.031489815562963486,0.33012697100639343,0.29314061999320984,,,,,
49,545,1.0,0.9839943647384644,0.017319582402706146,0.31962642073631287,0.2888849973678589,,,,,
49,546,3.0,1.2235314846038818,0.036102574318647385,0.4647853970527649,0.28911665081977844,,,,,
49,547,1.25,1.2352540493011475,0.038318436592817307,0.43855786323547363,0.3025519847869873,,,,,
49,548,3.25,1.3743975162506104,0.03420351445674896,0.4598688781261444,0.37175554037094116,,,,,
49,549,3.0,1.4494847059249878,0.022560875862836838,0.28776803612709045,0.5244561433792114,,,,,
49,549,,,,,,1.375,1.8985575437545776,0.0688849613070488,0.4359198808670044,0.5591063499450684
50,550,1.0,1.5675241947174072,0.03701603412628174,0.33416467905044556,0.5241396427154541,,,,,
50,551,1.25,1.0798251628875732,0.018686136230826378,0.37502530217170715,0.3056846261024475,,,,,
50,552,1.0,1.5022153854370117,0.03435545414686203,0.4044499695301056,0.4629940390586853,,,,,
50,553,1.5,0.8150597810745239,0.02232694998383522,0.2775118947029114,0.21295657753944397,,,,,
50,554,1.25,1.1700620651245117,0.028760675340890884,0.38231563568115234,0.3219715654850006,,,,,
50,555,4.25,0.893692135810852,0.013673551380634308,0.306713730096817,0.25930532813072205,,,,,
50,556,1.0,0.9752500057220459,0.02034720405936241,0.4252296984195709,0.22414211928844452,,,,,
50,557,1.0,1.1003133058547974,0.03300889581441879,0.29491159319877625,0.3201785981655121,,,,,
50,558,2.25,1.2788621187210083,0.03811176121234894,0.45748263597488403,0.3154103457927704,,,,,
50,559,1.75,1.0157527923583984,0.02747664786875248,0.38762298226356506,0.24537326395511627,,,,,
50,560,4.0,0.6830365657806396,0.009965112432837486,0.2617057263851166,0.18575263023376465,,,,,
50,560,,,,,,1.3522727489471436,1.8072471618652344,0.06392119079828262,0.433684378862381,0.5269782543182373
51,561,1.0,0.9912244081497192,0.01929217018187046,0.3177942931652069,0.2884846329689026,,,,,
51,562,1.25,0.9901542067527771,0.025036973878741264,0.3756726384162903,0.24464836716651917,,,,,
51,563,2.25,1.4660017490386963,0.04341481253504753,0.5218372344970703,0.3635452389717102,,,,,
51,564,1.25,1.4394252300262451,0.04895048961043358,0.35810238122940063,0.41828522086143494,,,,,
51,565,1.0,0.9101632833480835,0.02822122909128666,0.35469818115234375,0.2071795016527176,,,,,
51,566,1.5,0.8627700805664062,0.018142901360988617,0.38240304589271545,0.19482624530792236,,,,,
51,567,1.25,1.23838210105896,0.03535209596157074,0.31598132848739624,0.372820109128952,,,,,
51,568,1.0,0.6671469807624817,0.01825159415602684,0.3231610059738159,0.12636399269104004,,,,,
51,569,0.75,0.83307945728302,0.012548856437206268,0.29720538854599,0.23656490445137024,,,,,
51,570,2.0,0.9758820533752441,0.018670614808797836,0.3981642425060272,0.24218237400054932,,,,,
51,571,1.0,0.9258905649185181,0.013800924643874168,0.3860728442668915,0.2354065626859665,,,,,
51,571,,,,,,1.3181818723678589,1.7795788049697876,0.06366696208715439,0.43274372816085815,0.5142500996589661
52,572,2.5,1.3299274444580078,0.039024826139211655,0.5024690628051758,0.31616708636283875,,,,,
52,573,1.5,0.8053034543991089,0.03000742569565773,0.3510749936103821,0.15209566056728363,,,,,
52,574,1.75,1.5519603490829468,0.03841541334986687,0.4480694532394409,0.4559069275856018,,,,,
52,575,1.0,0.7494386434555054,0.01897023618221283,0.2585815489292145,0.19800294935703278,,,,,
52,576,1.0,0.8422043323516846,0.022753313183784485,0.2862211763858795,0.2211083024740219,,,,,
52,577,1.25,1.2136071920394897,0.04001903533935547,0.4272748827934265,0.29311856627464294,,,,,
52,578,1.5,1.0753216743469238,0.034672804176807404,0.41483134031295776,0.24356314539909363,,,,,
52,579,1.75,0.9668551683425903,0.025835243985056877,0.40822261571884155,0.21472817659378052,,,,,
52,580,0.75,0.9138591885566711,0.02318471670150757,0.3152170777320862,0.24135926365852356,,,,,
52,581,0.75,1.2077579498291016,0.024723440408706665,0.21141622960567474,0.43636226654052734,,,,,
52,582,1.0,0.883553683757782,0.01935933530330658,0.20619624853134155,0.29028037190437317,,,,,
52,582,,,,,,1.3068181276321411,1.7785735130310059,0.06282399594783783,0.42832574248313904,0.5180639624595642
53,583,1.75,1.4411110877990723,0.04614598676562309,0.41555893421173096,0.39741113781929016,,,,,
53,584,2.0,1.3689656257629395,0.028011498972773552,0.44748491048812866,0.39071163535118103,,,,,
53,585,0.75,0.7608219385147095,0.02240786701440811,0.28370192646980286,0.18254032731056213,,,,,
53,586,2.5,1.6784077882766724,0.05116786062717438,0.5920587778091431,0.4152548611164093,,,,,
53,587,0.75,0.8120858669281006,0.031661584973335266,0.19303448498249054,0.23037171363830566,,,,,
53,588,1.0,0.776321530342102,0.013137049973011017,0.27023619413375854,0.2202000468969345,,,,,
53,589,1.0,0.9829645156860352,0.020795229822397232,0.31894418597221375,0.2800220847129822,,,,,
53,590,2.0,1.4138715267181396,0.0410492829978466,0.4914056360721588,0.35860976576805115,,,,,
53,591,1.75,1.1032488346099854,0.020267289131879807,0.4034025967121124,0.2992548644542694,,,,,
53,592,1.0,1.0245890617370605,0.021339699625968933,0.27946439385414124,0.3192131221294403,,,,,
53,593,1.0,1.0498955249786377,0.04214274138212204,0.3520611822605133,0.24356034398078918,,,,,
53,593,,,,,,1.3522727489471436,1.8784202337265015,0.06809070706367493,0.41860631108283997,0.5596802234649658
54,594,1.0,0.7978403568267822,0.019313868135213852,0.3912140130996704,0.15502850711345673,,,,,
54,595,1.75,0.9380845427513123,0.013936224393546581,0.29057079553604126,0.28891631960868835,,,,,
54,596,1.75,0.7948423027992249,0.017539311200380325,0.28375354409217834,0.2116961032152176,,,,,
54,597,1.5,0.8936023712158203,0.01819128356873989,0.48824450373649597,0.15720072388648987,,,,,
54,598,1.0,0.8353148698806763,0.014101466163992882,0.2831476032733917,0.2408299744129181,,,,,
54,599,0.75,0.9116728901863098,0.017470737919211388,0.34486299753189087,0.23972809314727783,,,,,
54,600,2.75,1.4947549104690552,0.03167860209941864,0.6373111605644226,0.3495253622531891,,,,,
54,601,2.0,1.0964840650558472,0.04326038807630539,0.3953145444393158,0.2424338012933731,,,,,
54,602,2.0,0.7550565004348755,0.013227659277617931,0.2492305040359497,0.21984386444091797,,,,,
54,603,1.25,0.8471049070358276,0.029563579708337784,0.35151517391204834,0.17388592660427094,,,,,
54,604,0.5,0.9426075220108032,0.010962303727865219,0.26024720072746277,0.3137744069099426,,,,,
54,604,,,,,,1.3636363744735718,1.9007599353790283,0.07264115661382675,0.4134018123149872,0.5620761513710022
55,605,1.0,0.5241344571113586,0.013638217933475971,0.2541497051715851,0.10089683532714844,,,,,
55,606,1.0,0.685799777507782,0.017008382827043533,0.2859240770339966,0.15741689503192902,,,,,
55,607,1.0,0.8736022114753723,0.01863628625869751,0.25446200370788574,0.2629793882369995,,,,,
55,608,1.0,0.7421783208847046,0.01938462257385254,0.27195441722869873,0.18665039539337158,,,,,
55,609,1.0,0.825175940990448,0.017877738922834396,0.2968711853027344,0.21945802867412567,,,,,
55,610,1.25,0.895412027835846,0.019834289327263832,0.41569435596466064,0.19027310609817505,,,,,
55,611,2.0,1.5092284679412842,0.0353551022708416,0.44620445370674133,0.44312426447868347,,,,,
55,612,1.0,1.1255886554718018,0.025464458391070366,0.3970736861228943,0.30059632658958435,,,,,
55,613,1.5,0.9017800688743591,0.02112686261534691,0.2589207589626312,0.26861250400543213,,,,,
55,614,1.25,0.9689837694168091,0.0200982466340065,0.3100566864013672,0.279217928647995,,,,,
55,615,2.5,1.8329639434814453,0.03485272079706192,0.5977501273155212,0.5304750800132751,,,,,
55,615,,,,,,1.3068181276321411,1.8466525077819824,0.06342677772045135,0.419653058052063,0.5549328327178955
56,616,0.5,0.8003803491592407,0.01388608943670988,0.31370896100997925,0.20862048864364624,,,,,
56,617,0.75,0.8631494641304016,0.027166595682501793,0.18884897232055664,0.269233763217926,,,,,
56,618,1.25,1.5874569416046143,0.040086179971694946,0.3868181109428406,0.5001039505004883,,,,,
56,619,1.25,0.8541197180747986,0.03035016730427742,0.31506186723709106,0.19365350902080536,,,,,
56,620,2.25,0.9109383821487427,0.016586003825068474,0.33730611205101013,0.24535112082958221,,,,,
56,621,2.0,1.1108863353729248,0.029399648308753967,0.44490599632263184,0.2594910264015198,,,,,
56,622,1.25,0.8920013904571533,0.03903473541140556,0.2760719060897827,0.21037791669368744,,,,,
56,623,0.75,0.5770670175552368,0.01752624288201332,0.12216704338788986,0.18363440036773682,,,,,
56,624,3.0,0.7395429611206055,0.01866600476205349,0.2837814688682556,0.18121574819087982,,,,,
56,625,0.5,1.2914276123046875,0.046208374202251434,0.20756691694259644,0.42640942335128784,,,,,
56,626,1.5,2.409975290298462,0.059098098427057266,0.8253486752510071,0.6445680856704712,,,,,
56,626,,,,,,1.454545497894287,1.8594119548797607,0.0694887787103653,0.4117738604545593,0.5500970482826233
57,627,3.25,1.1595091819763184,0.025590181350708008,0.33810991048812866,0.3467242121696472,,,,,
57,628,4.0,0.6624487042427063,0.012306524440646172,0.2338547706604004,0.18353065848350525,,,,,
57,629,3.5,0.6306724548339844,0.020800739526748657,0.2454233467578888,0.14062272012233734,,,,,
57,630,1.5,1.0998181104660034,0.018611164763569832,0.3220821022987366,0.3423400819301605,,,,,
57,631,1.5,1.3536779880523682,0.07339858263731003,0.3295413851737976,0.3285718262195587,,,,,
57,632,1.25,0.7892201542854309,0.024099718779325485,0.28969019651412964,0.18951568007469177,,,,,
57,633,1.5,0.8896327614784241,0.019085966050624847,0.2699319124221802,0.26213550567626953,,,,,
57,634,1.5,0.8090255260467529,0.016920311376452446,0.25822681188583374,0.2330985963344574,,,,,
57,635,3.25,1.1864473819732666,0.01862647943198681,0.5167866945266724,0.2882641851902008,,,,,
57,636,1.0,1.3154454231262207,0.03151359409093857,0.24542133510112762,0.4562280476093292,,,,,
57,637,1.0,0.7398985624313354,0.019373871386051178,0.3967272937297821,0.12315097451210022,,,,,
57,637,,,,,,1.3522727489471436,1.7922635078430176,0.06309891492128372,0.41222378611564636,0.5322725176811218
58,638,1.0,0.7915502786636353,0.01336885616183281,0.30846455693244934,0.20812071859836578,,,,,
58,639,1.75,1.8373643159866333,0.056560415774583817,0.5160696506500244,0.5192462801933289,,,,,
58,640,1.75,0.8582372069358826,0.017755765467882156,0.29612481594085693,0.23666678369045258,,,,,
58,641,1.25,0.8399015069007874,0.038535308092832565,0.23162610828876495,0.20779943466186523,,,,,
58,642,1.25,1.492551326751709,0.06462854892015457,0.2636711895465851,0.4528687000274658,,,,,
58,643,1.25,1.2764309644699097,0.04883798956871033,0.27875781059265137,0.37674158811569214,,,,,
58,644,0.5,0.5970550179481506,0.028916209936141968,0.20432940125465393,0.12407228350639343,,,,,
58,645,0.75,0.6848690509796143,0.011131303384900093,0.2681821286678314,0.18051518499851227,,,,,
58,646,0.75,1.741426944732666,0.10226961970329285,0.27259770035743713,0.4787405729293823,,,,,
58,647,1.0,0.7278280258178711,0.02318030782043934,0.278829425573349,0.16654852032661438,,,,,
58,648,1.0,1.241463303565979,0.02966856211423874,0.2809433341026306,0.40608856081962585,,,,,
58,648,,,,,,1.4318181276321411,1.8552218675613403,0.0660318061709404,0.4205875098705292,0.5522376894950867
59,649,3.5,1.018023133277893,0.020181164145469666,0.4440338909626007,0.23654170334339142,,,,,
59,650,1.5,0.8283817768096924,0.017855823040008545,0.44887667894363403,0.14511297643184662,,,,,
59,651,2.0,0.8096160888671875,0.02047996036708355,0.2850523591041565,0.21108196675777435,,,,,
59,652,4.25,1.2749779224395752,0.025143234059214592,0.3374594449996948,0.4059011936187744,,,,,
59,653,1.0,0.933360755443573,0.03625647351145744,0.24882860481739044,0.2516248822212219,,,,,
59,654,2.0,1.3634071350097656,0.02534102462232113,0.4180055558681488,0.4093482196331024,,,,,
59,655,0.5,0.7483417391777039,0.017816508188843727,0.22192831337451935,0.2186654508113861,,,,,
59,656,2.25,1.334991216659546,0.05038028955459595,0.4197506904602051,0.33166956901550293,,,,,
59,657,0.5,0.9541609287261963,0.025595925748348236,0.2557294964790344,0.28522589802742004,,,,,
59,658,0.75,0.8528462052345276,0.02209952473640442,0.2375812828540802,0.25238364934921265,,,,,
59,659,1.0,1.0264339447021484,0.027653837576508522,0.23083198070526123,0.3286663591861725,,,,,
59,659,,,,,,1.3068181276321411,1.881240963935852,0.07344396412372589,0.41896235942840576,0.5475291609764099
60,660,1.0,0.7788681983947754,0.02663589082658291,0.2533572018146515,0.1961657702922821,,,,,
60,661,1.5,0.8285889625549316,0.013464730232954025,0.41899174451828003,0.1711367964744568,,,,,
60,662,0.75,0.9028065204620361,0.021429449319839478,0.3149135708808899,0.24037286639213562,,,,,
60,663,2.25,1.236854076385498,0.031244352459907532,0.4331739544868469,0.32372918725013733,,,,,
60,664,1.0,0.9334292411804199,0.03454127162694931,0.3271180987358093,0.21680237352848053,,,,,
60,665,1.25,0.8414750099182129,0.02537122741341591,0.3150339126586914,0.19979247450828552,,,,,
60,666,1.5,0.9274373054504395,0.024239031597971916,0.2907862067222595,0.2577279806137085,,,,,
60,667,0.5,1.0218005180358887,0.02108936384320259,0.3736370801925659,0.27135828137397766,,,,,
60,668,0.75,0.5316685438156128,0.01435929350554943,0.19551661610603333,0.1321777105331421,,,,,
60,669,1.5,0.8359516263008118,0.014439390040934086,0.29426464438438416,0.23474501073360443,,,,,
60,670,1.0,0.6145044565200806,0.01444941945374012,0.3187534511089325,0.1117519736289978,,,,,
60,670,,,,,,1.7386363744735718,1.8756226301193237,0.07037226855754852,0.41735029220581055,0.5532055497169495
61,671,6.25,1.1808834075927734,0.030161142349243164,0.3177642524242401,0.35615673661231995,,,,,
61,672,1.25,0.6992130279541016,0.015170792117714882,0.3137047290802002,0.15482719242572784,,,,,
61,673,1.0,0.7272325754165649,0.020092763006687164,0.28133872151374817,0.17271503806114197,,,,,
61,674,2.0,1.4051300287246704,0.030113764107227325,0.5164546966552734,0.3690532445907593,,,,,
61,675,1.25,0.945847749710083,0.023857489228248596,0.2525513470172882,0.2870044708251953,,,,,
61,676,1.0,0.9673799276351929,0.027099773287773132,0.33825749158859253,0.24681179225444794,,,,,
61,677,2.25,1.998759150505066,0.08460794389247894,0.5107870697975159,0.5324661731719971,,,,,
61,678,3.5,1.2997182607650757,0.03132902458310127,0.3305344879627228,0.4062693119049072,,,,,
61,679,1.75,0.7376840710639954,0.01858796551823616,0.20013685524463654,0.22230368852615356,,,,,
61,680,1.0,0.7676208019256592,0.016893906518816948,0.29155734181404114,0.19579695165157318,,,,,
61,681,1.5,0.82374107837677,0.01192520558834076,0.43879684805870056,0.16265910863876343,,,,,
61,681,,,,,,1.420454502105713,1.807338833808899,0.06437359750270844,0.401617169380188,0.541926920413971
62,682,0.75,0.763062596321106,0.013951562345027924,0.35223388671875,0.17053543031215668,,,,,
62,683,0.5,0.6891257166862488,0.01632484421133995,0.18410736322402954,0.2116970717906952,,,,,
62,684,1.25,0.6188008785247803,0.020292654633522034,0.15434110164642334,0.18149827420711517,,,,,
62,685,1.25,0.7551771402359009,0.027389392256736755,0.2530961334705353,0.1825670301914215,,,,,
62,686,1.25,1.331597089767456,0.07774019986391068,0.33303526043891907,0.3049304187297821,,,,,
62,687,1.75,1.218129277229309,0.03196791559457779,0.31335002183914185,0.37246984243392944,,,,,
62,688,2.75,1.118379831314087,0.03502656891942024,0.3295455276966095,0.30685076117515564,,,,,
62,689,2.0,0.895085871219635,0.025016844272613525,0.2762935757637024,0.2468540370464325,,,,,
62,690,1.25,1.3466259241104126,0.052940402179956436,0.3611747622489929,0.3603745698928833,,,,,
62,691,2.5,0.6622430086135864,0.010271829552948475,0.20544376969337463,0.2027200609445572,,,,,
62,692,1.0,0.847127377986908,0.025387683883309364,0.3887177109718323,0.1657356321811676,,,,,
62,692,,,,,,1.5340908765792847,1.7677913904190063,0.0629005953669548,0.4052630662918091,0.5240126848220825
63,693,1.75,0.9472587704658508,0.019477197900414467,0.30140358209609985,0.2742345929145813,,,,,
63,694,2.0,0.9123406410217285,0.02174394391477108,0.18160128593444824,0.31100982427597046,,,,,
63,695,1.25,0.9089672565460205,0.017422012984752655,0.5402344465255737,0.14081138372421265,,,,,
63,696,2.5,0.7351160049438477,0.01777130737900734,0.20631606876850128,0.2199717015028,,,,,
63,697,1.25,0.6917382478713989,0.022078974172472954,0.13533635437488556,0.22300349175930023,,,,,
63,698,1.5,1.7694171667099,0.08165382593870163,0.44076767563819885,0.46019017696380615,,,,,
63,699,2.0,1.1526057720184326,0.034090202301740646,0.231438547372818,0.37535813450813293,,,,,
63,700,0.5,0.737659215927124,0.022060871124267578,0.15971432626247406,0.23382025957107544,,,,,
63,701,1.75,0.9863177537918091,0.022586822509765625,0.26357075572013855,0.30490642786026,,,,,
63,702,1.5,0.7603689432144165,0.013251136057078838,0.28922703862190247,0.20244312286376953,,,,,
63,703,1.0,0.7203538417816162,0.01879098266363144,0.277129203081131,0.1746348738670349,,,,,
63,703,,,,,,1.6136363744735718,1.7704554796218872,0.06526853144168854,0.39601221680641174,0.5240502953529358
64,704,0.75,0.8852478861808777,0.017883040010929108,0.24042277038097382,0.27770495414733887,,,,,
64,705,2.0,0.814292848110199,0.020466411486268044,0.22690467536449432,0.2425280511379242,,,,,
64,706,1.75,0.5864763855934143,0.01483900472521782,0.23234641551971436,0.13996747136116028,,,,,
64,707,2.0,0.7477673888206482,0.021523045375943184,0.2100924402475357,0.21502986550331116,,,,,
64,708,2.0,1.1683754920959473,0.027355065569281578,0.2819541394710541,0.37482303380966187,,,,,
64,709,0.75,1.7178770303726196,0.11047568172216415,0.2331661432981491,0.466166228055954,,,,,
64,710,0.75,0.7349369525909424,0.01478236448019743,0.19477330148220062,0.23312591016292572,,,,,
64,711,2.25,1.2841053009033203,0.03636905550956726,0.30386513471603394,0.39919745922088623,,,,,
64,712,1.75,0.4564332067966461,0.012284169904887676,0.21421603858470917,0.0903981626033783,,,,,
64,713,2.0,0.7527892589569092,0.018547628074884415,0.2687225639820099,0.19566428661346436,,,,,
64,714,1.0,1.2791783809661865,0.019300077110528946,0.24704018235206604,0.4678189158439636,,,,,
64,714,,,,,,1.5681818723678589,1.881912112236023,0.07052106410264969,0.41195881366729736,0.5586740374565125
65,715,1.25,0.7100282907485962,0.017215639352798462,0.2881280481815338,0.16791102290153503,,,,,
65,716,1.25,0.5916893482208252,0.01729101687669754,0.22179722785949707,0.14171850681304932,,,,,
65,717,1.75,0.95543372631073,0.036512989550828934,0.2575901448726654,0.2576393187046051,,,,,
65,718,1.25,0.9948427081108093,0.02042325958609581,0.33697471022605896,0.2778758406639099,,,,,
65,719,4.0,1.3474607467651367,0.042298104614019394,0.3386176526546478,0.3986763060092926,,,,,
65,720,3.25,0.6290409564971924,0.02126244269311428,0.24334223568439484,0.1396932750940323,,,,,
65,721,2.5,1.2639575004577637,0.04078230261802673,0.4143534004688263,0.32284632325172424,,,,,
65,722,3.25,1.0441792011260986,0.03503083065152168,0.30258381366729736,0.28322064876556396,,,,,
65,723,1.25,0.6435866355895996,0.013781137764453888,0.2374265193939209,0.16862720251083374,,,,,
65,724,3.25,0.6877930164337158,0.014055631123483181,0.23029837012290955,0.19360826909542084,,,,,
65,725,1.0,1.3197535276412964,0.023396432399749756,0.22569669783115387,0.48853734135627747,,,,,
65,725,,,,,,1.5340908765792847,1.8037279844284058,0.06326033920049667,0.40891820192337036,0.5392540097236633
66,726,1.0,0.8337808847427368,0.01483307033777237,0.3388121724128723,0.21040168404579163,,,,,
66,727,0.5,0.6669631004333496,0.012438102625310421,0.15283071994781494,0.22597092390060425,,,,,
66,728,3.0,1.0249946117401123,0.029357383027672768,0.2707022726535797,0.30375272035598755,,,,,
66,729,1.75,1.2487739324569702,0.045788299292325974,0.3919552266597748,0.31393861770629883,,,,,
66,730,2.25,0.580885648727417,0.01403510756790638,0.25262343883514404,0.1290433555841446,,,,,
66,731,2.75,1.225621223449707,0.036350131034851074,0.29078367352485657,0.37654346227645874,,,,,
66,732,0.75,0.7629518508911133,0.023406321182847023,0.24535931646823883,0.20028047263622284,,,,,
66,733,1.25,1.0986864566802979,0.043092209845781326,0.3418359160423279,0.270694762468338,,,,,
66,734,2.0,0.6448026895523071,0.014990448951721191,0.3206358551979065,0.12460727989673615,,,,,
66,735,1.25,0.6313706636428833,0.018521618098020554,0.2763666808605194,0.13119792938232422,,,,,
66,736,1.5,0.7790630459785461,0.022084731608629227,0.1524486094713211,0.258095383644104,,,,,
66,736,,,,,,1.420454502105713,1.8042511940002441,0.06433090567588806,0.41048574447631836,0.5360555052757263
67,737,1.75,0.707629919052124,0.01685962826013565,0.2437683492898941,0.18978172540664673,,,,,
67,738,0.75,1.2941426038742065,0.023874405771493912,0.45067599415779114,0.3620472848415375,,,,,
67,739,1.75,1.1388204097747803,0.03013969026505947,0.23478086292743683,0.3766705095767975,,,,,
67,740,0.25,0.9550225138664246,0.022559046745300293,0.22961510717868805,0.3063060939311981,,,,,
67,741,1.0,0.827127993106842,0.015788862481713295,0.24075376987457275,0.2537149488925934,,,,,
67,742,1.5,0.944635808467865,0.028611278161406517,0.22208647429943085,0.2897464632987976,,,,,
67,743,2.5,1.3666071891784668,0.043747879564762115,0.31317248940467834,0.41734766960144043,,,,,
67,744,2.5,0.8678896427154541,0.024307647719979286,0.25563353300094604,0.2453589290380478,,,,,
67,745,2.0,1.4217867851257324,0.0537363700568676,0.32307004928588867,0.4150174558162689,,,,,
67,746,0.75,0.7574604749679565,0.025248417630791664,0.22653716802597046,0.20234060287475586,,,,,
67,747,0.5,0.6548786759376526,0.019047100096940994,0.2094385176897049,0.1751023232936859,,,,,
67,747,,,,,,1.454545497894287,1.8509955406188965,0.06821021437644958,0.4171721637248993,0.5463863015174866
68,748,1.0,0.9047289490699768,0.022562187165021896,0.21254876255989075,0.28968462347984314,,,,,
68,749,1.0,1.0184648036956787,0.028136758133769035,0.38150227069854736,0.2481394112110138,,,,,
68,750,1.75,0.7836968898773193,0.028847329318523407,0.15213176608085632,0.2436642199754715,,,,,
68,751,1.0,1.0444425344467163,0.02387450449168682,0.42090845108032227,0.2520807683467865,,,,,
68,752,1.0,1.376214623451233,0.03523877263069153,0.2648632824420929,0.4675787389278412,,,,,
68,753,1.25,1.0130858421325684,0.037069715559482574,0.4288117289543152,0.19946280121803284,,,,,
68,754,2.75,1.1580654382705688,0.03149104118347168,0.31002554297447205,0.345292329788208,,,,,
68,755,1.0,0.6079936027526855,0.013967614620923996,0.2532980442047119,0.14242872595787048,,,,,
68,756,2.75,0.9509544372558594,0.029319781810045242,0.16049431264400482,0.3219306170940399,,,,,
68,757,3.25,0.5956553220748901,0.015319566242396832,0.18025259673595428,0.16940246522426605,,,,,
68,758,1.0,0.9632948637008667,0.026798656210303307,0.23626278340816498,0.29651939868927,,,,,
68,758,,,,,,1.6363636255264282,1.8107028007507324,0.062172867357730865,0.3975248634815216,0.5511566996574402
69,759,1.5,0.7505580186843872,0.01657777652144432,0.22665086388587952,0.2205091416835785,,,,,
69,760,2.0,0.8476076126098633,0.018385590985417366,0.28857624530792236,0.2335517257452011,,,,,
69,761,1.25,0.9325953125953674,0.02349299006164074,0.2760888934135437,0.26952072978019714,,,,,
69,762,1.5,0.8676142692565918,0.019217871129512787,0.22632254660129547,0.2726011872291565,,,,,
69,763,1.25,1.0458600521087646,0.023946916684508324,0.4553554654121399,0.2353849858045578,,,,,
69,764,1.25,1.2969565391540527,0.037813905626535416,0.2658866345882416,0.4210001528263092,,,,,
69,765,1.25,1.1212794780731201,0.02684452012181282,0.3506636321544647,0.3181966245174408,,,,,
69,766,1.25,1.5761446952819824,0.03758417069911957,0.30589595437049866,0.5411639213562012,,,,,
69,767,1.5,0.864753007888794,0.03241803124547005,0.2583533823490143,0.22215473651885986,,,,,
69,768,1.0,0.8641659617424011,0.01737874373793602,0.1758812814950943,0.3006954789161682,,,,,
69,769,0.5,1.047105312347412,0.03141319006681442,0.2882680296897888,0.3008856475353241,,,,,
69,769,,,,,,1.6022727489471436,1.8596153259277344,0.06452817469835281,0.3966308534145355,0.5701718926429749
